"REF_DATE","GEO","DGUID","Sexual orientation","Sex","Age group","Selected Sociodemographic characteristics","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, second quintile","Number of persons","Number","223","units","0","v1271235964","5.2.1.1.12.1","10500","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, third quintile","Number of persons","Number","223","units","0","v1271235970","5.2.1.1.13.1","10600","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, fourth quintile","Number of persons","Number","223","units","0","v1271235976","5.2.1.1.14.1","11500","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, fifth quintile","Number of persons","Number","223","units","0","v1271235982","5.2.1.1.15.1","11300","","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271236024","5.2.1.1.22.1","42700","","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Did not work at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271236054","5.2.1.1.27.1","7500","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, full-time","Number of persons","Number","223","units","0","v1271236030","5.2.1.1.23.1","31100","","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, part-time","Number of persons","Number","223","units","0","v1271236036","5.2.1.1.24.1","8100","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Did not work at a job or business in the past week (did not have a job)","Number of persons","Number","223","units","0","v1271236048","5.2.1.1.26.1","11200","","","","0"
"2015/2018","Prairie provinces","2016A00014","Lesbian or gay","Both sexes","Total, 15 years and over","Total population","Number of persons","Number","223","units","0","v1271235898","5.2.1.1.1.1","50900","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), married","Number of persons","Number","223","units","0","v1271238136","5.3.1.1.2.1","19400","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), common-law","Number of persons","Number","223","units","0","v1271238142","5.3.1.1.3.1","9700","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), previously married (divorced, separated, widowed)","Number of persons","Number","223","units","0","v1271238148","5.3.1.1.4.1","4900","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), single (never married)","Number of persons","Number","223","units","0","v1271238154","5.3.1.1.5.1","19900","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Lives in household with at least one child under 12","Number of persons","Number","223","units","0","v1271238160","5.3.1.1.6.1","21700","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Lives in household with no children under 12","Number of persons","Number","223","units","0","v1271238166","5.3.1.1.7.1","67900","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Place of residence, population centre","Number of persons","Number","223","units","0","v1271238244","5.3.1.1.20.1","81000","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Place of residence, rural area","Number of persons","Number","223","units","0","v1271238250","5.3.1.1.21.1","8600","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Visible minority","Number of persons","Number","223","units","0","v1271238220","5.3.1.1.16.1","13200","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Not a visible minority","Number of persons","Number","223","units","0","v1271238226","5.3.1.1.17.1","75300","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Indigenous identity","Number of persons","Number","223","units","0","v1271238232","5.3.1.1.18.1","11300","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Non-Indigenous identity","Number of persons","Number","223","units","0","v1271238238","5.3.1.1.19.1","78200","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English or English and other","Number of persons","Number","223","units","0","v1271238292","5.3.1.1.28.1","80900","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, French or French and other ","Number of persons","Number","223","units","0","v1271238298","5.3.1.1.29.1","","F","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English and French or English and French and other ","Number of persons","Number","223","units","0","v1271238304","5.3.1.1.30.1","","F","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, other","Number of persons","Number","223","units","0","v1271238310","5.3.1.1.31.1","4400","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), less than secondary school graduation","Number of persons","Number","223","units","0","v1271238172","5.3.1.1.8.1","4300","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), secondary school graduation, no post-secondary education","Number of persons","Number","223","units","0","v1271238178","5.3.1.1.9.1","17200","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), post-secondary certificate/diploma or university degree","Number of persons","Number","223","units","0","v1271238184","5.3.1.1.10.1","31900","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Household income, first quintile","Number of persons","Number","223","units","0","v1271238190","5.3.1.1.11.1","18700","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Household income, second quintile","Number of persons","Number","223","units","0","v1271238196","5.3.1.1.12.1","19900","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Household income, third quintile","Number of persons","Number","223","units","0","v1271238202","5.3.1.1.13.1","17300","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Household income, fourth quintile","Number of persons","Number","223","units","0","v1271238208","5.3.1.1.14.1","21100","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Household income, fifth quintile","Number of persons","Number","223","units","0","v1271238214","5.3.1.1.15.1","12600","E","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271238256","5.3.1.1.22.1","72400","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271238286","5.3.1.1.27.1","14700","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, full-time","Number of persons","Number","223","units","0","v1271238262","5.3.1.1.23.1","40900","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, part-time","Number of persons","Number","223","units","0","v1271238268","5.3.1.1.24.1","16400","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past week (did not have a job)","Number of persons","Number","223","units","0","v1271238280","5.3.1.1.26.1","30600","","","","0"
"2015/2018","Prairie provinces","2016A00014","Bisexual","Both sexes","Total, 15 years and over","Total population","Number of persons","Number","223","units","0","v1271238130","5.3.1.1.1.1","89700","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), married","Number of persons","Number","223","units","0","v1271240368","6.1.1.1.2.1","1815800","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), common-law","Number of persons","Number","223","units","0","v1271240374","6.1.1.1.3.1","298900","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), previously married (divorced, separated, widowed)","Number of persons","Number","223","units","0","v1271240380","6.1.1.1.4.1","440300","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), single (never married)","Number of persons","Number","223","units","0","v1271240386","6.1.1.1.5.1","484900","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Lives in household with at least one child under 12","Number of persons","Number","223","units","0","v1271240392","6.1.1.1.6.1","740200","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Lives in household with no children under 12","Number of persons","Number","223","units","0","v1271240398","6.1.1.1.7.1","2781800","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Place of residence, population centre","Number of persons","Number","223","units","0","v1271240476","6.1.1.1.20.1","3096800","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Place of residence, rural area","Number of persons","Number","223","units","0","v1271240482","6.1.1.1.21.1","425200","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Visible minority","Number of persons","Number","223","units","0","v1271240452","6.1.1.1.16.1","1011600","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Not a visible minority","Number of persons","Number","223","units","0","v1271240458","6.1.1.1.17.1","2496800","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Indigenous identity","Number of persons","Number","223","units","0","v1271240464","6.1.1.1.18.1","148300","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Non-Indigenous identity","Number of persons","Number","223","units","0","v1271240470","6.1.1.1.19.1","3361100","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English or English and other","Number of persons","Number","223","units","0","v1271240524","6.1.1.1.28.1","2998200","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, French or French and other ","Number of persons","Number","223","units","0","v1271240530","6.1.1.1.29.1","13100","E","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English and French or English and French and other ","Number of persons","Number","223","units","0","v1271240536","6.1.1.1.30.1","42600","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, other","Number of persons","Number","223","units","0","v1271240542","6.1.1.1.31.1","465800","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), less than secondary school graduation","Number of persons","Number","223","units","0","v1271240404","6.1.1.1.8.1","249600","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), secondary school graduation, no post-secondary education","Number of persons","Number","223","units","0","v1271240410","6.1.1.1.9.1","687400","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), post-secondary certificate/diploma or university degree","Number of persons","Number","223","units","0","v1271240416","6.1.1.1.10.1","2061000","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Household income, first quintile","Number of persons","Number","223","units","0","v1271240422","6.1.1.1.11.1","661900","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Household income, second quintile","Number of persons","Number","223","units","0","v1271240428","6.1.1.1.12.1","717400","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Household income, third quintile","Number of persons","Number","223","units","0","v1271240434","6.1.1.1.13.1","725200","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Household income, fourth quintile","Number of persons","Number","223","units","0","v1271240440","6.1.1.1.14.1","690400","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Household income, fifth quintile","Number of persons","Number","223","units","0","v1271240446","6.1.1.1.15.1","727000","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271240488","6.1.1.1.22.1","2489900","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271240518","6.1.1.1.27.1","785200","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, full-time","Number of persons","Number","223","units","0","v1271240494","6.1.1.1.23.1","1764100","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, part-time","Number of persons","Number","223","units","0","v1271240500","6.1.1.1.24.1","452800","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past week (did not have a job)","Number of persons","Number","223","units","0","v1271240512","6.1.1.1.26.1","1050800","","","","0"
"2015/2018","British Columbia","2016A000259","Heterosexual","Both sexes","Total, 15 years and over","Total population","Number of persons","Number","223","units","0","v1271240362","6.1.1.1.1.1","3522000","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), married","Number of persons","Number","223","units","0","v1271242600","6.2.1.1.2.1","7600","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), common-law","Number of persons","Number","223","units","0","v1271242606","6.2.1.1.3.1","12300","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), previously married (divorced, separated, widowed)","Number of persons","Number","223","units","0","v1271242612","6.2.1.1.4.1","5600","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), single (never married)","Number of persons","Number","223","units","0","v1271242618","6.2.1.1.5.1","19500","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Lives in household with at least one child under 12","Number of persons","Number","223","units","0","v1271242624","6.2.1.1.6.1","2000","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Lives in household with no children under 12","Number of persons","Number","223","units","0","v1271242630","6.2.1.1.7.1","50600","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Place of residence, population centre","Number of persons","Number","223","units","0","v1271242708","6.2.1.1.20.1","50200","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Place of residence, rural area","Number of persons","Number","223","units","0","v1271242714","6.2.1.1.21.1","2300","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Visible minority","Number of persons","Number","223","units","0","v1271242684","6.2.1.1.16.1","15300","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Not a visible minority","Number of persons","Number","223","units","0","v1271242690","6.2.1.1.17.1","37300","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Indigenous identity","Number of persons","Number","223","units","0","v1271242696","6.2.1.1.18.1","2100","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Non-Indigenous identity","Number of persons","Number","223","units","0","v1271242702","6.2.1.1.19.1","50500","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English or English and other","Number of persons","Number","223","units","0","v1271242756","6.2.1.1.28.1","46800","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, French or French and other ","Number of persons","Number","223","units","0","v1271242762","6.2.1.1.29.1","","F","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English and French or English and French and other ","Number of persons","Number","223","units","0","v1271242768","6.2.1.1.30.1","","F","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, other","Number of persons","Number","223","units","0","v1271242774","6.2.1.1.31.1","4600","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), less than secondary school graduation","Number of persons","Number","223","units","0","v1271242636","6.2.1.1.8.1","","F","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), secondary school graduation, no post-secondary education","Number of persons","Number","223","units","0","v1271242642","6.2.1.1.9.1","8200","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), post-secondary certificate/diploma or university degree","Number of persons","Number","223","units","0","v1271242648","6.2.1.1.10.1","35000","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, first quintile","Number of persons","Number","223","units","0","v1271242654","6.2.1.1.11.1","11800","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, second quintile","Number of persons","Number","223","units","0","v1271242660","6.2.1.1.12.1","10600","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, third quintile","Number of persons","Number","223","units","0","v1271242666","6.2.1.1.13.1","12600","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, fourth quintile","Number of persons","Number","223","units","0","v1271242672","6.2.1.1.14.1","9300","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, fifth quintile","Number of persons","Number","223","units","0","v1271242678","6.2.1.1.15.1","8300","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271242720","6.2.1.1.22.1","38200","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Did not work at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271242750","6.2.1.1.27.1","12700","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, full-time","Number of persons","Number","223","units","0","v1271242726","6.2.1.1.23.1","28700","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, part-time","Number of persons","Number","223","units","0","v1271242732","6.2.1.1.24.1","6000","E","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Did not work at a job or business in the past week (did not have a job)","Number of persons","Number","223","units","0","v1271242744","6.2.1.1.26.1","16100","","","","0"
"2015/2018","British Columbia","2016A000259","Lesbian or gay","Both sexes","Total, 15 years and over","Total population","Number of persons","Number","223","units","0","v1271242594","6.2.1.1.1.1","52600","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), married","Number of persons","Number","223","units","0","v1271244832","6.3.1.1.2.1","13100","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), common-law","Number of persons","Number","223","units","0","v1271244838","6.3.1.1.3.1","7300","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), previously married (divorced, separated, widowed)","Number of persons","Number","223","units","0","v1271244844","6.3.1.1.4.1","7900","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), single (never married)","Number of persons","Number","223","units","0","v1271244850","6.3.1.1.5.1","19200","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Lives in household with at least one child under 12","Number of persons","Number","223","units","0","v1271244856","6.3.1.1.6.1","12300","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Lives in household with no children under 12","Number of persons","Number","223","units","0","v1271244862","6.3.1.1.7.1","60200","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Place of residence, population centre","Number of persons","Number","223","units","0","v1271244940","6.3.1.1.20.1","67400","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Place of residence, rural area","Number of persons","Number","223","units","0","v1271244946","6.3.1.1.21.1","5100","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Visible minority","Number of persons","Number","223","units","0","v1271244916","6.3.1.1.16.1","14900","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Not a visible minority","Number of persons","Number","223","units","0","v1271244922","6.3.1.1.17.1","57200","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Indigenous identity","Number of persons","Number","223","units","0","v1271244928","6.3.1.1.18.1","8700","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Non-Indigenous identity","Number of persons","Number","223","units","0","v1271244934","6.3.1.1.19.1","63500","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English or English and other","Number of persons","Number","223","units","0","v1271244988","6.3.1.1.28.1","67300","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, French or French and other ","Number of persons","Number","223","units","0","v1271244994","6.3.1.1.29.1","","F","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English and French or English and French and other ","Number of persons","Number","223","units","0","v1271245000","6.3.1.1.30.1","","F","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, other","Number of persons","Number","223","units","0","v1271245006","6.3.1.1.31.1","4100","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), less than secondary school graduation","Number of persons","Number","223","units","0","v1271244868","6.3.1.1.8.1","3700","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), secondary school graduation, no post-secondary education","Number of persons","Number","223","units","0","v1271244874","6.3.1.1.9.1","11800","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), post-secondary certificate/diploma or university degree","Number of persons","Number","223","units","0","v1271244880","6.3.1.1.10.1","31100","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Household income, first quintile","Number of persons","Number","223","units","0","v1271244886","6.3.1.1.11.1","21100","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Household income, second quintile","Number of persons","Number","223","units","0","v1271244892","6.3.1.1.12.1","19200","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Household income, third quintile","Number of persons","Number","223","units","0","v1271244898","6.3.1.1.13.1","15300","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Household income, fourth quintile","Number of persons","Number","223","units","0","v1271244904","6.3.1.1.14.1","11900","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Household income, fifth quintile","Number of persons","Number","223","units","0","v1271244910","6.3.1.1.15.1","5000","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271244952","6.3.1.1.22.1","54900","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271244982","6.3.1.1.27.1","15000","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, full-time","Number of persons","Number","223","units","0","v1271244958","6.3.1.1.23.1","30300","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, part-time","Number of persons","Number","223","units","0","v1271244964","6.3.1.1.24.1","17100","E","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past week (did not have a job)","Number of persons","Number","223","units","0","v1271244976","6.3.1.1.26.1","22100","","","","0"
"2015/2018","British Columbia","2016A000259","Bisexual","Both sexes","Total, 15 years and over","Total population","Number of persons","Number","223","units","0","v1271244826","6.3.1.1.1.1","72500","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), married","Number of persons","Number","223","units","0","v1271247064","7.1.1.1.2.1","30300","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), common-law","Number of persons","Number","223","units","0","v1271247070","7.1.1.1.3.1","14700","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), previously married (divorced, separated, widowed)","Number of persons","Number","223","units","0","v1271247076","7.1.1.1.4.1","7900","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), single (never married)","Number of persons","Number","223","units","0","v1271247082","7.1.1.1.5.1","16000","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Lives in household with at least one child under 12","Number of persons","Number","223","units","0","v1271247088","7.1.1.1.6.1","31400","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Lives in household with no children under 12","Number of persons","Number","223","units","0","v1271247094","7.1.1.1.7.1","51300","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Place of residence, population centre","Number of persons","Number","223","units","0","v1271247172","7.1.1.1.20.1","49300","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Place of residence, rural area","Number of persons","Number","223","units","0","v1271247178","7.1.1.1.21.1","33400","","","","0"
